ID	PRIMER	ERROR
SRR1383456.4	IGHA	0.0
SRR1383456.7	IGHM	0.0
SRR1383456.13	IGHG	0.5555555555555556
SRR1383456.11	IGHD	0.0
SRR1383456.15	IGHG	0.0
SRR1383456.12	IGHA	0.0
SRR1383456.22	IGHA	0.0
SRR1383456.25	IGHG	0.0
SRR1383456.10	IGHA	0.0
SRR1383456.26	IGHA	0.0
SRR1383456.30	IGHE	0.2222222222222222
SRR1383456.31	IGHA	0.0
SRR1383456.27	IGHG	0.0
SRR1383456.28	IGHD	0.0
SRR1383456.41	IGHA	0.0
SRR1383456.32	IGHD	0.0
SRR1383456.38	IGHG	0.0
SRR1383456.39	IGHG	0.0
SRR1383456.34	IGHA	0.0
SRR1383456.45	IGHA	0.0
SRR1383456.44	IGHA	0.05555555555555558
SRR1383456.43	IGHM	0.7222222222222222
SRR1383456.48	IGHG	0.0
SRR1383456.47	IGHA	0.0
SRR1383456.49	IGHA	0.0
SRR1383456.40	IGHM	0.5555555555555556
SRR1383456.50	IGHG	0.38888888888888884
SRR1383456.55	IGHG	0.0
SRR1383456.52	IGHM	0.0
SRR1383456.56	IGHA	0.5555555555555556
SRR1383456.57	IGHG	0.0
SRR1383456.61	IGHG	0.0
SRR1383456.58	IGHA	0.0
SRR1383456.60	IGHA	0.0
SRR1383456.62	IGHA	0.0
SRR1383456.63	IGHG	0.0
SRR1383456.68	IGHM	0.0
SRR1383456.65	IGHG	0.0
SRR1383456.69	IGHA	0.0
SRR1383456.71	IGHA	0.0
SRR1383456.72	IGHA	0.0
SRR1383456.74	IGHA	0.0
SRR1383456.76	IGHG	0.0
SRR1383456.75	IGHA	0.05555555555555558
SRR1383456.80	IGHA	0.0
SRR1383456.77	IGHA	0.0
SRR1383456.85	IGHG	0.0
SRR1383456.83	IGHA	0.0
SRR1383456.82	IGHM	0.0
SRR1383456.86	IGHA	0.0
SRR1383456.88	IGHG	0.0
SRR1383456.81	IGHA	0.0
SRR1383456.93	IGHM	0.11111111111111116
SRR1383456.92	IGHA	0.0
SRR1383456.100	IGHG	0.0
SRR1383456.96	IGHM	0.0
SRR1383456.98	IGHA	0.0
SRR1383456.101	IGHA	0.0
SRR1383456.95	IGHM	0.0
SRR1383456.99	IGHE	0.11111111111111116
SRR1383456.104	IGHA	0.0
SRR1383456.102	IGHA	0.0
SRR1383456.106	IGHA	0.0
SRR1383456.109	IGHD	0.0
SRR1383456.115	IGHA	0.0
SRR1383456.110	IGHA	0.0
SRR1383456.117	IGHA	0.0
SRR1383456.118	IGHG	0.0
SRR1383456.119	IGHG	0.2222222222222222
SRR1383456.120	IGHA	0.0
SRR1383456.127	IGHA	0.0
SRR1383456.126	IGHD	0.0
SRR1383456.128	IGHG	0.0
SRR1383456.130	IGHA	0.0
SRR1383456.133	IGHA	0.0
SRR1383456.143	IGHA	0.0
SRR1383456.138	IGHG	0.0
SRR1383456.139	IGHM	0.0
SRR1383456.142	IGHA	0.0
SRR1383456.141	IGHA	0.0
SRR1383456.144	IGHA	0.33333333333333337
SRR1383456.146	IGHM	0.7222222222222222
SRR1383456.147	IGHA	0.0
SRR1383456.148	IGHG	0.0
SRR1383456.150	IGHA	0.0
SRR1383456.149	IGHA	0.0
SRR1383456.151	IGHA	0.0
SRR1383456.152	IGHG	0.0
SRR1383456.153	IGHE	0.0
SRR1383456.168	IGHA	0.0
SRR1383456.163	IGHG	0.0
SRR1383456.166	IGHG	0.0
SRR1383456.170	IGHA	0.0
SRR1383456.167	IGHG	0.0
SRR1383456.169	IGHA	0.0
SRR1383456.171	IGHA	0.0
SRR1383456.174	IGHG	0.0
SRR1383456.175	IGHG	0.0
SRR1383456.173	IGHA	0.0
SRR1383456.176	IGHE	0.0
SRR1383456.181	IGHA	0.0
SRR1383456.178	IGHA	0.0
SRR1383456.180	IGHA	0.0
SRR1383456.183	IGHG	0.0
SRR1383456.182	IGHG	0.0
SRR1383456.185	IGHM	0.7222222222222222
SRR1383456.184	IGHA	0.0
SRR1383456.187	IGHG	0.0
SRR1383456.186	IGHA	0.0
SRR1383456.191	IGHA	0.0
SRR1383456.190	IGHA	0.0
SRR1383456.189	IGHA	0.0
SRR1383456.196	IGHA	0.0
SRR1383456.203	IGHG	0.0
SRR1383456.202	IGHG	0.0
SRR1383456.208	IGHM	0.5555555555555556
SRR1383456.206	IGHG	0.0
SRR1383456.204	IGHA	0.33333333333333337
SRR1383456.214	IGHA	0.0
SRR1383456.212	IGHM	0.0
SRR1383456.210	IGHG	0.5
SRR1383456.207	IGHA	0.05555555555555558
SRR1383456.215	IGHA	0.0
SRR1383456.217	IGHA	0.0
SRR1383456.216	IGHG	0.05555555555555558
SRR1383456.219	IGHE	0.6666666666666667
SRR1383456.224	IGHG	0.0
SRR1383456.220	IGHA	0.2777777777777778
SRR1383456.223	IGHG	0.5555555555555556
SRR1383456.226	IGHA	0.0
SRR1383456.228	IGHA	0.0
SRR1383456.230	IGHG	0.0
SRR1383456.235	IGHG	0.0
SRR1383456.239	IGHA	0.0
SRR1383456.236	IGHG	0.0
SRR1383456.240	IGHG	0.0
SRR1383456.242	IGHA	0.0
SRR1383456.244	IGHG	0.0
SRR1383456.246	IGHA	0.0
SRR1383456.249	IGHG	0.0
SRR1383456.255	IGHG	0.0
SRR1383456.252	IGHA	0.0
SRR1383456.254	IGHG	0.0
SRR1383456.257	IGHG	0.2222222222222222
SRR1383456.263	IGHG	0.0
SRR1383456.253	IGHG	0.0
SRR1383456.259	IGHA	0.0
SRR1383456.261	IGHG	0.0
SRR1383456.262	IGHA	0.0
SRR1383456.266	IGHA	0.0
SRR1383456.267	IGHG	0.5555555555555556
SRR1383456.271	IGHM	0.16666666666666663
SRR1383456.274	IGHD	0.0
SRR1383456.276	IGHG	0.0
SRR1383456.277	IGHA	0.0
SRR1383456.275	IGHA	0.4444444444444444
SRR1383456.282	IGHG	0.0
SRR1383456.284	IGHA	0.0
SRR1383456.281	IGHA	0.0
SRR1383456.286	IGHA	0.7777777777777778
SRR1383456.288	IGHA	0.0
SRR1383456.296	IGHM	0.05555555555555558
SRR1383456.290	IGHG	0.0
SRR1383456.294	IGHG	0.0
SRR1383456.297	IGHG	0.0
SRR1383456.300	IGHM	0.0
SRR1383456.293	IGHG	0.0
SRR1383456.295	IGHM	0.0
SRR1383456.305	IGHG	0.33333333333333337
SRR1383456.303	IGHM	0.0
SRR1383456.307	IGHA	0.0
SRR1383456.312	IGHA	0.0
SRR1383456.304	IGHG	0.0
SRR1383456.315	IGHA	0.0
SRR1383456.316	IGHA	0.11111111111111116
SRR1383456.317	IGHG	0.0
