ID	PRIMER	ERROR
SRR1383456.10	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.47	20100505_IGHV_left_17	0.0
SRR1383456.43	20100505_IGHV_left_2	0.0
SRR1383456.49	20100505_IGHV_left_17	0.0
SRR1383456.62	20100505_IGHV_left_40	0.0
SRR1383456.86	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.87	20100505_IGHV_left_36	0.0
SRR1383456.74	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.71	20100505_IGHV_left_22	0.0
SRR1383456.75	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.141	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.106	20100505_IGHV_left_1	0.0
SRR1383456.107	20100505_IGHV_left_13	0.0
SRR1383456.133	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.149	20100505_IGHV_left_37	0.25
SRR1383456.204	20100505_IGHV_left_28	0.04166666666666663
SRR1383456.152	20100505_IGHV_left_17	0.0
SRR1383456.151	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.206	20100505_IGHV_left_13	0.0
SRR1383456.170	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.230	20100505_IGHV_left_2	0.0
SRR1383456.244	20100505_IGHV_left_14	0.0
SRR1383456.252	20100505_IGHV_left_15	0.20833333333333337
SRR1383456.242	20100505_IGHV_left_10	0.0
SRR1383456.257	20100505_IGHV_left_13	0.08333333333333337
SRR1383456.290	20100505_IGHV_left_6	0.0
SRR1383456.317	20100505_IGHV_left_3	0.0
SRR1383456.284	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.328	20100505_IGHV_left_32	0.17391304347826086
SRR1383456.316	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.334	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.312	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.315	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.345	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.320	20100505_IGHV_left_22	0.04166666666666663
SRR1383456.327	20100505_IGHV_left_3	0.7307692307692308
SRR1383456.363	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.365	20100505_IGHV_left_14	0.0
SRR1383456.354	20100505_IGHV_left_32	0.0
SRR1383456.360	20100505_IGHV_left_20	0.7083333333333333
SRR1383456.385	20100505_IGHV_left_36	0.08333333333333337
SRR1383456.394	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.373	20100505_IGHV_left_17	0.0
SRR1383456.384	20100505_IGHV_left_44	0.0
SRR1383456.404	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.401	20100505_IGHV_left_16	0.0
SRR1383456.409	20100505_IGHV_left_2	0.0
SRR1383456.430	20100505_IGHV_left_1	0.0
SRR1383456.444	20100505_IGHV_left_1	0.045454545454545414
SRR1383456.426	20100505_IGHV_left_10	0.17391304347826086
SRR1383456.413	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.454	20100505_IGHV_left_43	0.6923076923076923
SRR1383456.456	20100505_IGHV_left_32	0.17391304347826086
SRR1383456.508	20100505_IGHV_left_2	0.0
SRR1383456.513	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.461	20100505_IGHV_left_2	0.0
SRR1383456.472	20100505_IGHV_left_44	0.0
SRR1383456.525	20100505_IGHV_left_10	0.04347826086956519
SRR1383456.480	20100505_IGHV_left_33	0.4347826086956522
SRR1383456.512	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.478	20100505_IGHV_left_21	0.0
SRR1383456.510	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.516	20100505_IGHV_left_17	0.04761904761904767
SRR1383456.531	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.522	20100505_IGHV_left_2	0.0
SRR1383456.536	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.529	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.563	20100505_IGHV_left_1	0.0
SRR1383456.527	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.541	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.568	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.546	20100505_IGHV_left_6	0.0
SRR1383456.577	20100505_IGHV_left_10	0.04347826086956519
SRR1383456.553	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.586	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.594	20100505_IGHV_left_43	0.6538461538461539
SRR1383456.602	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.607	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.649	20100505_IGHV_left_37	0.0
SRR1383456.589	20100505_IGHV_left_42	0.04347826086956519
SRR1383456.619	20100505_IGHV_left_44	0.0
SRR1383456.657	20100505_IGHV_left_17	0.5714285714285714
SRR1383456.675	20100505_IGHV_left_27	0.21739130434782605
SRR1383456.599	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.623	20100505_IGHV_left_1	0.0
SRR1383456.682	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.686	20100505_IGHV_left_10	0.21739130434782605
SRR1383456.695	20100505_IGHV_left_30	0.17391304347826086
SRR1383456.689	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.701	20100505_IGHV_left_37	0.0
SRR1383456.715	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.723	20100505_IGHV_left_9	0.0
SRR1383456.732	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.734	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.739	20100505_IGHV_left_21	0.04166666666666663
SRR1383456.744	20100505_IGHV_left_44	0.0
SRR1383456.746	20100505_IGHV_left_1	0.0
SRR1383456.779	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.812	20100505_IGHV_left_12	0.0
SRR1383456.758	20100505_IGHV_left_15	0.0
SRR1383456.810	20100505_IGHV_left_32	0.0
SRR1383456.787	20100505_IGHV_left_3	0.6538461538461539
SRR1383456.818	20100505_IGHV_left_32	0.17391304347826086
SRR1383456.809	20100505_IGHV_left_30	0.0
SRR1383456.775	20100505_IGHV_left_2	0.0
SRR1383456.795	20100505_IGHV_left_10	0.17391304347826086
SRR1383456.816	20100505_IGHV_left_14	0.0
SRR1383456.814	20100505_IGHV_left_27	0.17391304347826086
SRR1383456.822	20100505_IGHV_left_17	0.0
SRR1383456.824	20100505_IGHV_left_17	0.0
SRR1383456.836	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.850	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.832	20100505_IGHV_left_27	0.21739130434782605
SRR1383456.874	20100505_IGHV_left_3	0.0
SRR1383456.858	20100505_IGHV_left_3	0.7692307692307692
SRR1383456.843	20100505_IGHV_left_14	0.0
SRR1383456.868	20100505_IGHV_left_27	0.13043478260869568
SRR1383456.942	20100505_IGHV_left_5	0.0
SRR1383456.926	20100505_IGHV_left_45	0.07999999999999996
SRR1383456.833	20100505_IGHV_left_2	0.0
SRR1383456.853	20100505_IGHV_left_5	0.08695652173913049
SRR1383456.879	20100505_IGHV_left_1	0.0
SRR1383456.955	20100505_IGHV_left_27	0.13043478260869568
